Job_Title,Job_Company,Job_Location,Job_Salary,Job_Description,Job_Email,Job_PostedDate,Job_Link
Reservoir Data Engineer III/IV,EQT Corporation,"Pittsburgh, PA",$86K - $121K (Glassdoor est.),"EQT is the United States largest producer of natural gas with a goal to reach Net Zero by or before 2025 (among the fastest in the industry).
From the office to the field, the #EQTeam is fueling the future. Power your potential with us.
At EQT, we are making strides toward becoming the best producer by creating long-term value for all stakeholders, including employees, landowners, communities, industry partners and investors. Our vision is to evolve EQT into a modern, connected, digitally enabled organization.
With an incredibly collaborative culture and a determined, progressive workplace, EQT was both named a National Top Workplace, as well as one of Pittsburgh's Best Places to Work!



Show more",N/A,5d,"https://www.glassdoor.com/job-listing/reservoir-data-engineer-iii-iv-eqt-corporation-JV_IC1152990_KO0,30_KE31,46.htm?jl=1009435493486"
Senior Software Engineer - Data Platform,Discord,"San Francisco, CA",$183K - $202K (Employer est.),"This position is US based only.Discord is about giving people the power to create space to find belonging in their lives. We want to make it easier for you to talk regularly with the people you care about. We want you to build genuine relationships with your friends and communities close to home or around the world. Original, reliable, playful, and relatable. These are the values that connect our users and our employees at Discord. The central Data Platform seeks to build a self-service tooling platform to make the petabytes of data at Discord easily accessible for everyone at the company. We build full-stack applications, tooling, and frameworks to improve the productivity of teams at Discord, in particular our product, analytics, and machine learning teams. Our tooling covers the end-to-end lifecycle of data from acquisition to consumption. Reporting to the Engineering Manager of Data Infrastructure, you will work on strategy that is foundational to the company and product. To learn more about Discord Engineering, read ourengineering blog here — including ""How We Create Insights From Trillion Data Points"" that this team is behind! What You'll Be Doing Lead end-to-end development of data tooling and frameworks, using modern technologies such as BigQuery, Apache Beam, Airflow, Dagster, dbt, Kubernetes, and Rust. Ensure tight-knit collaboration with leadership, cross-functional stake-holders and senior engineers across the organization. Collaborate with leadership and senior engineers across the team to define the technical vision and build on the technical roadmap for Data Platform. Work with Data Platform to ensure we have a platform with strong governance that respects our users' privacy throughout. Care deeply about business outcomes and constraints and keep them in mind as you solve hard, unbounded problems. Coach and mentor the next generation of technical leaders at Discord. You Will Thrive In This Role If 5+ years of experience as a Software Engineer. Empathy for both your internal and external users and seek feedback on your work. Ability to approach problems with first principles thinking, embrace ambiguity, and enjoy collaborative work on complex solutions. Experience defining architecture, tooling, and strategy for a large-scale data processing system. Proactive in staying up-to-date with industry trends and assessing new technologies to enhanse problem solving capabilities. Bonus Points Experience working with very high-scale data infrastructure and tooling Experience with data products on Google Cloud Platform, Kubernetes, or Airflow Full-stack development or product engineering experience The US base salary range for this full-time position is $183,000 to $201,500 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits.#buildbelonging #LI-Remote #LI-Hybrid #LI-HY1Why Discord?Discord is great for playing games and chilling with friends, or even building a worldwide community. We are working toward forming true connections around play and shared experiences, where genuine human connection is a click, text chat, or voice call away. A place where everyone can build genuine friendships. Your future is just a click away! Check out ourinclusion, diversity and purpose efforts, company principles, or learn more about the Life @ Discord experience!
Show more",N/A,14d,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-platform-discord-JV_IC1147401_KO0,38_KE39,46.htm?jl=1009421959148"
"Senior Principal Engineer, Data Infra",Cardlytics,"Menlo Park, CA",$260K - $285K (Employer est.),"About Cardlytics
Remember that time you got cash back on a cup of coffee through your banking app? That was us!
Cardlytics (NASDAQ: CDLX) is the industry-leading purchase intelligence and incentives platform. We are a product-driven company that cares about three things: our people, our customers, and our partners. Together, we make commerce more rewarding for everyone by helping businesses attract, understand, and incentivize consumers through their banks’ digital channels.
Location: Menlo Park, CA (Hybrid) or Remote - PST Time Zone
About the Team
At Data Infra, our goal is to streamline Cardlytics data consumption across the entire organization. We understand that accessible, reliable data underpins informed decision-making and innovative problem-solving. By partnering closely with teams, we tailor our solutions to fit their specific workflow needs and make strategic investments in our Data Infra platform to ensure swift access to data. Our approach is designed to not only simplify the way teams interact with data but also to accelerate time-to-insight, enabling Cardlytics teams to harness the full potential of their data for impactful outcomes.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-principal-engineer-data-infra-cardlytics-JV_IC1147371_KO0,36_KE37,47.htm?jl=1009338797296"
